pos	sem	tok
PROPN PUNCT PROPN PROPN PRON VERB ADP ADP NUM PUNCT	HAP EPS REL REL YOC NIL	World~War~I broke out in 1914 .
PRON AUX PART ADJ PUNCT	PRO PST NOT IST NIL	It was n't personal .
PROPN VERB ADV ADP PROPN PUNCT	PER EPS NOT REL PER NIL	Tom went instead of Mary .
PROPN AUX PART ADJ ADV PUNCT	PER NOW NOT IST ALT NIL	Tom is n't young anymore .
PRON AUX VERB ADP PRON PUNCT	PRO PST EXS REL PRO NIL	She was blackmailed by him .
NOUN ADP PRON AUX ADJ ADP DET NOUN PUNCT	NOT REL PRO PST IST REL DEF CON NIL	None of us were satisfied with the system .
PRON AUX VERB PART VERB PUNCT	PRO PST EXG REL CON NIL	I was going to work .
PROPN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Tom rinsed the dishes .
PROPN AUX DET ADJ PUNCT	PER ENS DIS ROL NIL	Mary is a klutz .
PROPN VERB NOUN PUNCT	PER EPS CON NIL	Tom wore gloves .
SCONJ ADJ NOUN AUX ADV ADP PROPN PUNCT	QUE QUV CON ENS NIL REL GPE QUE	How many bridges are there in London ?
PROPN VERB DET ADJ PUNCT NOUN PROPN PUNCT	PER EPS DIS IST CON NIL	Tom bought a second~hand Toyota .
PROPN PROPN PROPN AUX DET NOUN ADP NOUN PUNCT	PER ENS DEF ROL REL CON NIL	Alfred~Nobel is the inventor of dynamite .
DET ADJ NOUN VERB PART VERB NUM NOUN PUNCT	DEF DEG CON EPS NIL EXS QUC UOM NIL	The old man attempted to swim five kilometers .
PROPN VERB DET ADJ NOUN PUNCT	PER EPS DIS DEG CON NIL	John inherited a large fortune .
PROPN VERB DET NOUN PUNCT NOUN PUNCT	PER EPS DIS CON NIL	Kate made an apple~pie .
PRON AUX ADJ ADP PRON ADJ NOUN PUNCT	PRO NOW IST REL HAS IST CON NIL	She 's pleased with her new dress .
PRON AUX PART VERB PUNCT	PRO POS NOT EXS NIL	He ca n't swim .
PRON VERB ADP DET NOUN CCONJ VERB DET ADJ NOUN PUNCT	PRO EPS REL DEF CON COO EPS DIS IST CON NIL	I dropped by the bookstore and bought an interesting book .
PRON VERB PRON PUNCT	AND ENS PRO NIL	Everybody likes him .
PRON VERB ADP PROPN PROPN PROPN ADP PROPN NOUN PUNCT	PRO EPS REL GPE REL MOY DOM NIL	They arrived in New~Delhi on July 9th .
SCONJ AUX DET NOUN PUNCT NOUN PUNCT	QUE ENS DEF CON QUE	Where are the parking~meters ?
PRON AUX AUX VERB DET NOUN ADV ADV PUNCT	PRO NOW EXG DIS CON EQU NOW NIL	I 'm drinking a beer right now .
PRON VERB DET ADJ PUNCT NOUN NOUN PUNCT	PRO ENS DIS QUC CON NIL	We have a half-dozen eggs .
AUX PRON ADJ ADP PROPN PUNCT	NOW PRO IST REL PER QUE	Are you angry with Tom ?
PROPN VERB PRON NOUN ADP DET NOUN PUNCT	PER EPS HAS CON REL DEF CON NIL	Tom wrote his name on the blackboard .
PRON ADJ NOUN AUX ADJ PUNCT	HAS IST CON NOW IST NIL	His new car is wonderful .
VERB PRON VERB PRON PUNCT	FUT PRO EXS PRO NIL	Let us acknowledge it .
PROPN PUNCT PROPN PUNCT PROPN PUNCT VERB DET NOUN PART ADJ NOUN	PER REL ORG NIL ENS DEF CON HAS IST CON	Matthaeus-Mayer ( SPD ) criticizes the government 's economic measures
PROPN NOUN AUX VERB PUNCT	GPE CON NOW EXT NIL	Stuttgart airport has improved .
PRON VERB ADP PUNCT DET PROPN PROPN SYM PROPN PUNCT PUNCT	QUE EPS REL NIL ART NIL QUE	"Who starred in "" The~Poseidon~Adventure "" ?"
ADP PRON NOUN AUX DET PROPN PROPN PROPN NOUN PUNCT	REL QUE CON ENS DEF NTH CON QUE	In which city is the Delle~Alpi stadium ?
SCONJ ADJ ADJ NOUN VERB PROPN PROPN PROPN NOUN PUNCT	QUE QUV IST CON PST ORG EXS QUE	How many consecutive games did Penn~State win ?
PRON AUX DET ADJ NOUN ADP PROPN PUNCT	QUE ENS DEF TOP CON REL GPE QUE	What is the highest mountain in Germany ?
DET ADJ NOUN VERB NOUN PUNCT	DEF IST CON EPS PER NIL	The bright light disturbed Markku .
PRON AUX VERB DET NOUN PUNCT	PRO NOW EXG DIS CON NIL	He is wearing a hat .
DET NOUN VERB ADJ NOUN PUNCT	AND CON ENS COL CON NIL	All girls wear pink panties .
DET NOUN VERB PRON PART VERB PRON NOUN PUNCT NOUN PUNCT	DEF ROL EPS PRO NIL EXS HAS CON NIL	The driver advised us to fasten our seat~belts .
ADP NOUN PRON VERB PUNCT	REL CLO AND EPS NIL	At midnight everybody entered .
PROPN AUX PART ADJ PUNCT	PER NOW NOT IST NIL	Tom is n't jealous .
PROPN VERB ADP PROPN ADP NUM PUNCT	PER EPS REL ORG REL YOC NIL	Mark graduated from Harvard in 1991 .
PRON VERB PROPN PUNCT	PRO ENS PER NIL	I trust Ken .
PROPN AUX VERB PROPN ADP NOUN PUNCT	PER NOW EXT PER REL CON NIL	Grace has met William at school .
PROPN VERB PROPN PART VERB DET NOUN PUNCT	PER EPS PER NIL EXS DIS CON NIL	Dan told Linda to take a shower .
DET NOUN AUX VERB PART VERB PUNCT	DEF CON NOW EXT NIL EXS NIL	The trees have begun to bud .
PRON NOUN VERB NOUN PUNCT NOUN PUNCT NOUN PUNCT	HAS ROL ENS CON NIL	My friend likes chocolate~ice-cream .
AUX PRON VERB NUM PUNCT	PST PRO EXS CTC QUE	Did you call 911 ?
DET NOUN AUX VERB PUNCT	DEF CON NOW EXG NIL	The pigeon is cooing .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	She grinned her approval .
PROPN AUX DET ADJ NOUN PUNCT	NTH ENS DIS IST CON NIL	Koko is a female gorilla .
PRON VERB PRON ADP DET NOUN PUNCT	PRO EPS PRO REL DEF CON NIL	He stared her in the face .
PRON AUX AUX VERB ADP PRON PUNCT	PRO NOW EXG REL PRO NIL	I 'm walking beside her .
PRON VERB ADP PROPN PUNCT	NOT ENS REL GPE NIL	Nobody walks in LA .
PRON VERB PRON ADP DET NOUN PUNCT	PRO EPS PRO REL DEF CON NIL	We directed them to the station .
PROPN AUX PART VERB PUNCT AUX PRON PUNCT	PER NOW NOT EXG NIL NOW PRO QUE	Tom is n't leaving , is he ?
PRON VERB VERB PART ADV ADJ PUNCT	PRO NOW NOT EMP IST NIL	I 'm not that stupid .
PRON VERB SCONJ NUM NOUN ADV PUNCT	PRO EPS DST QUC UOM PST NIL	You said that thirty minutes ago .
PRON AUX PART VERB PROPN ADP NOUN PUNCT	PRO NOW NOT EXS CON REL CON NIL	She does n't speak Japanese at home .
PRON VERB DET NOUN ADV PUNCT	PRO ENS DST CON ALT NIL	I want that shirt too .
PRON VERB ADP DET ADJ NOUN PUNCT	PRO EPS REL DIS IST CON NIL	He suffered from a bad cold .
NOUN AUX PART VERB ADP NOUN PUNCT	CON NOW NOT EXS REL CON NIL	Spaghetti do n't grow on trees .
PRON AUX AUX VERB PRON ADP PROPN PUNCT	PRO NOW EXG PRO REL PER NIL	I 'm giving it to Tom .
PRON VERB NOUN ADP DET ADJ PUNCT	PRO EPS CON REL DIS CON NIL	I put money in a safe .
PRON VERB DET NOUN ADP PRON NOUN PUNCT	PRO EPS DIS CON REL HAS CON NIL	He stuck a flower in his buttonhole .
DET NOUN AUX ADV CCONJ ADP PUNCT	DEF ROL NOW IST AND IST NIL	The patient is up and about .
PRON VERB PRON NOUN ADJ PUNCT	PRO EPS HAS CON COL NIL	I dyed my hair red .
PRON AUX AUX VERB PRON NOUN PUNCT	PRO NOW EXT HAS CON NIL	We 've missed our train .
PRON VERB VERB ADJ PART VERB PRON PUNCT	PRO NOW IST NIL EXS PRO NIL	I 'm willing to help you .
PRON AUX DET NOUN ADJ ADP PRON PUNCT	PRO NOW DIS QUV MOR REL PRO NIL	He 's a bit shorter than me .
PRON VERB PRON PUNCT	PRO ENS PRO NIL	You know him .
PRON ADV VERB PRON ADP PRON PUNCT	PRO NOT ENS DIS REL DIS NIL	You never donate anything to anybody .
PRON NOUN AUX ADJ PUNCT	HAS CON NOW DEG NIL	Her hair is long .
PROPN VERB NOUN PUNCT	PER EPS CON NIL	Tom wore glasses .
PRON VERB DET NOUN PUNCT	PRO ENS DIS CON NIL	I want a pony .
PROPN VERB NOUN PUNCT	PER EPS CON NIL	Tom made spaghetti .
PRON VERB DET ADJ PUNCT NOUN PUNCT	PRO EPS DEF CON NIL	I broke the personal~computer .
DET NOUN VERB DET ADJ NOUN ADP DET ADJ NOUN NOUN PUNCT	DEF ROL EPS DEF IST CON REL DIS IST CON CON NIL	The hunters captured the wild animal with a strong rope net .
PROPN PROPN PROPN VERB ADP NUM PUNCT	PER EPS REL YOC NIL	Christopher~Columbus died in 1506 .
AUX PART VERB ADP PUNCT	NOW NOT EXS REL NIL	Do n't show off .
PROPN AUX PRON ADJ PUNCT NOUN PUNCT CCONJ PROPN AUX PRON ADJ PUNCT NOUN PUNCT	LIT ENS HAS CON NIL AND LIT ENS HAS CON NIL	Ikeda is my last~name , and Kazuko is my first~name .
PROPN AUX VERB ADP DET NOUN PUNCT	PER NOW EXG REL DEF CON NIL	Tom is dancing with the ladies .
PRON AUX PART VERB SCONJ PRON VERB VERB ADP PROPN PUNCT	PRO POS NOT EXS SUB PRO ENS REL GPE NIL	I ca n't come because I 'm in London .
PROPN AUX DET ADJ NOUN PUNCT	PER ENS DIS IST ROL NIL	Tom is an excellent skier .
PROPN AUX ADJ PUNCT	PER NOW IST NIL	Tom is distressed .
PROPN CCONJ PROPN AUX ADJ PUNCT	PER GRP PER NOW IST NIL	Mary and Kate are inseparable .
PROPN VERB PART VERB DET NOUN ADP NOUN PUNCT	PER ENS NIL EXS DIS CON AND CON NIL	Tom wants to drink a cup of coffee .
PRON AUX PART VERB PRON ADP DET NOUN PUNCT	PRO NOW NOT EXS DIS REL PRX CON NIL	I do n't like any of these records .
PROPN VERB DET NOUN PRON VERB PRON PUNCT	PER ENS AND CON AND ENS PRO NIL	Samuel helps every one who asks him .
DET NOUN AUX VERB PUNCT	NOT CON NOW EXG NIL	No one 's watching .
PRON VERB DET NOUN PUNCT NOUN PUNCT	PRO EPS DEF CON NIL	He hit the bull's-eye .
PRON VERB PRON NOUN PROPN PUNCT	PRO EPS HAS CON LIT NIL	She called her bear Ted .
PRON AUX ADV ADJ PUNCT	PRO NOW INT IST NIL	She 's very curious .
PROPN VERB DET NOUN PUNCT NOUN PUNCT	PER EPS DIS CON NIL	Tom baked an apple~pie .
DET NOUN VERB ADP DET NOUN PUNCT NOUN PUNCT	DEF ROL EPS REL DEF CON NIL	The player retired from the basketball~team .
PRON VERB NUM NOUN ADP NOUN PUNCT	PRO ENS QUC CON REL CON NIL	We have five kinds of kebab .
NOUN AUX ADJ ADP DET NOUN ADP NOUN CCONJ NOUN PUNCT	CON NOW IST REL DEF CON REL CON GRP CON NIL	Muskrats are responsible for the destruction of dams and dikes .
PRON VERB VERB PUNCT	PRO ENS IST NIL	You look smashing .
PRON AUX ADP DET ADJ NOUN ADP PRON PUNCT	PRO PST IST DIS ORD ROL REL PRO NIL	She was like a second mother to me .
PROPN VERB ADP DET NOUN CCONJ VERB PRON NOUN PUNCT	PER EPS REL DEF CON AND EPS HAS CON NIL	Tom picked up the saltshaker and salted his eggs .
PRON DET ADJ NOUN PRON AUX PUNCT	EMP DIS DEG CON DST ENS EMP	What a big ship that is !
PRON VERB ADP NUM NOUN PUNCT	PRO EPS REL QUC UOM NIL	I sang for two hours .
PRON VERB PRON PUNCT ADJ PUNCT	PRO EPS REF NIL	We supported each~other .
PROPN AUX VERB ADP ADP DET ADJ NOUN PUNCT	PER PST EXS REL REL DEF ORD CON NIL	Jim was counted out in the seventh round .
PROPN VERB DET NOUN ADP DET NOUN PUNCT	PER EPS DEF CON REL DEF CON NIL	Tom attached the string to the kite .
DET NOUN AUX VERB ADP PRON NOUN PUNCT	DEF CON PST EXS REL HAS ROL NIL	The boy was accompanied by his parents .
PRON AUX VERB DET NOUN PUNCT	PRO NOW EXG DIS CON NIL	I am driving a truck .
DET NOUN VERB DET ADJ NOUN PUNCT	DEF ROL EPS DIS IST ROL NIL	The president appointed a new manager .
DET NOUN VERB ADP NUM NOUN PUNCT	DEF CON ENS REL QUC UOM NIL	The bill amounts to 500 dollars .
DET NOUN VERB DET NOUN AUX PRON NOUN PUNCT	DEF CON EXG DIS CON ENS HAS ROL NIL	The girl rowing a boat is my cousin .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	We adopted a child .
PRON AUX PROPN VERB PUNCT	QUE PST PER EXS QUE	Who did Tom marry ?
PRON PUNCT ADP SYM DET PUNCT ADJ PUNCT PRON VERB DET NOUN VERB ADP DET NOUN PUNCT	IST NIL PRO EPS DIS CON EXG REL DEF CON NIL	All~of~a~sudden , I saw a hare running across the field .
PRON AUX ADJ ADP NOUN PUNCT NOUN PUNCT CCONJ NOUN PUNCT NOUN PUNCT	PRO NOW IST REL CON REL CON REL GRP CON NIL	I am allergic to aspirin , penicillin , and sulfa~drugs .
DET NOUN VERB ADP DET NOUN PUNCT	DEF ROL EPS REL DIS CON NIL	The hunter shot at a deer .
PROPN VERB PROPN PUNCT	PER EPS PER NIL	John chased Mary .
PRON NOUN PART NOUN AUX PROPN PUNCT PROPN PUNCT	HAS ROL HAS CON ENS LIT NIL	My neighbour 's name is Deng~Daping .
PROPN VERB ADJ NOUN ADP NOUN PUNCT	PER EPS IST CON REL CON NIL	Bob found various kinds of nuts .
PRON VERB DET NOUN ADP DET NOUN ADP PRON NOUN PUNCT	PRO EPS DEF CON REL DEF CON REL HAS CON NIL	He squashed the insect with the heel of his foot .
PRON VERB ADP DET NOUN ADP PROPN PUNCT	PRO EPS REL DEF DOM EQU MOY NIL	I married on the 1st of June .
NOUN DET NOUN PUNCT NOUN AUX VERB PUNCT	NOW DEF ROL NOW EXG NIL	Today the bus~drivers are striking .
PROPN VERB PRON NOUN NOUN PUNCT	PER EPS HAS CON CON NIL	Tom unlocked his office door .
DET NOUN VERB ADP NUM PUNCT	DEF CON EFS REL CLO NIL	The train leaves at nine .
PROPN AUX DET ADJ NOUN PUNCT	PER ENS DIS IST CON NIL	Luna is a reliable person .
DET NOUN AUX PRON PUNCT	HAS CON ENS PRX QUE	Whose pen is this ?
DET NOUN VERB DET NOUN PUNCT ADJ NOUN ADP PROPN PUNCT	DIS CON EPS DEF IST CON REL GPE NIL	A tsunami hit the north-eastern coast of Hokkaido .
PROPN PROPN PROPN AUX DET NOUN ADP NOUN PUNCT	PER ENS DEF ROL REL CON NIL	Alfred~Nobel is the inventor of dynamite .
PROPN PROPN PROPN AUX DET NOUN PUNCT	PER ENS DIS ROL NIL	Stephen~Hawking is a physicist .
PROPN VERB NUM NUM NUM NOUN PUNCT	ORG ENS QUC UOM NIL	Parmalat costs 14.3~billion euros .
PROPN AUX ADP PROPN PUNCT	PER EPS REL GPE NIL	Bill was in Japan .
PROPN AUX PART VERB NOUN PUNCT	PER NOW NOT EXS CON NIL	Tom does n't like cheese .
PROPN AUX ADJ ADP NOUN PUNCT	PER NOW IST REL CON NIL	John is good at mathematics .
AUX PRON PRON NOUN PUNCT	ENS PRX HAS CON QUE	Is this your bicycle ?
PRON VERB ADP DET NOUN PUNCT	PRO ENS REL PRX CON NIL	He lives in this neighborhood .
PRON AUX ADJ ADP PRON PUNCT	PRO NOW MOR REL PRO NIL	He is taller than I .
PRON VERB SCONJ PRON AUX ADJ PUNCT	PRO EPS REL PRO PST DEG NIL	They married when they were young .
PRON AUX ADJ ADP PROPN NOUN PUNCT	PRO NOW IST REL ORG CON NIL	He 's addicted to Starbucks coffee .
NUM CCONJ NUM VERB NUM PUNCT	QUC CON QUC EXS QUC NIL	One plus two equals three .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	She sat on the bench .
PRON AUX PRON NOUN PUNCT	PRO ENS HAS ROL NIL	He 's my friend .
PRON VERB DET ADJ PUNCT	PRO ENS DEF ROL NIL	I respect the elderly .
SCONJ AUX DET NOUN PUNCT	QUE ENS DEF CON QUE	Where are the metres ?
PRON VERB PRON PRON NOUN PUNCT	PRO EPS PRO HAS CON NIL	She handed him his jacket .
PRON VERB DET NOUN PUNCT NOUN PUNCT	PRO EPS DEF CON NIL	We won the bronze~medal .
DET NOUN AUX ADJ PUNCT	DEF CON PST DEG NIL	The room was warm .
SCONJ AUX DET NOUN PUNCT	QUE ENS DEF CON QUE	Where are the lifeboats ?
PRON VERB NOUN PUNCT	PRO EPS COL NIL	She flushed crimson .
PRON PRON AUX VERB AUX AUX VERB PUNCT	DIS IMP PST EXS NOW PFT EXS NIL	All who were arrested have been released .
PRON AUX VERB ADP PROPN NOUN PUNCT	PRO PST EXS REL GPE CON NIL	He was interrogated by Hamburg police .
DET NOUN AUX SCONJ DET NOUN PUNCT NOUN VERB NUM NOUN PUNCT	DEF CON EPS SUB DEF CON EPS QUC UOM NIL	The effect was that the death~rate dropped 50 % .
PRON AUX PROPN PROPN PROPN PUNCT	QUE ENS PER QUE	Who is Anthony~Blunt ?
DET NOUN AUX ADP DET PROPN PROPN PROPN CCONJ DET PROPN PROPN PROPN PUNCT	QUE CON ENS REL DEF GEO GRP DEF GEO QUE	What canal is between the Mediterranean~Sea and the Red~Sea ?
PRON AUX AUX VERB PUNCT VERB PART PRON PUNCT	PRO PST PFT EXG NIL PST NOT PRO QUE	You had been smoking , had n't you ?
PRON VERB PART AUX ADJ PUNCT	PRO PST NIL NIL IST NIL	I used to be fat .
DET NOUN AUX ADJ PUNCT ADP ADJ ADP DET VERB NOUN PUNCT	DEF CON NOW INT IST REL DIS IST CON NIL	The price is kind~of high for a used car .
PRON VERB ADP DET NOUN PUNCT	PRO ENS REL DEF CON NIL	He swims in the river .
PRON AUX VERB NUM NOUN PUNCT	PRO PST EXS QUC UOM NIL	He was fined 10000 yen .
NOUN ADP PROPN VERB NOUN PUNCT	QUV REL GPO EPS CON NIL	Thousands of Americans owned automobiles .
NOUN CCONJ NOUN AUX NOUN ADP NOUN PUNCT	CON GRP CON ENS CON REL CON NIL	Addition and subtraction are functions of mathematics .
PROPN AUX VERB ADP DET NOUN ADP NOUN NOUN PUNCT	PER PST EXS REL DIS QUV REL CON ROL NIL	Tom was booed by a number of audience members .
PROPN ADV VERB ADP PROPN PUNCT	PER NOW ENS REL GPE NIL	Tom now lives in Boston .
PRON VERB ADP PROPN PROPN PROPN ADP PROPN PUNCT	PRO EFS REL GPE REL DOW NIL	We sail for San~Francisco on Monday .
DET ADJ NOUN AUX PART VERB PUNCT	DEF ALT CON NOW NOT EXG NIL	The other kids are n't talking .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	He approached the door .
PROPN AUX ADJ ADP NOUN PUNCT	PER NOW IST REL CON NIL	Judy is fond of dancing .
PRON NOUN AUX ADJ PUNCT	HAS CON NOW DEG NIL	His legs are long .
PRON VERB PRON PUNCT	PRO EPS REF NIL	We fed ourselves .
PRON VERB PRON NOUN CCONJ VERB PRON PUNCT	PRO EPS HAS CON COO EPS PRO NIL	He accelerated his car and overtook me .
DET NOUN AUX NUM NOUN ADV PUNCT	DEF CON NOW QUC UOM IST NIL	The lake is three miles across .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	They sheared the sheep .
PRON AUX AUX VERB PROPN PUNCT	PRO NOW EXG CON NIL	I 'm taking Lipitor .
PRON VERB PART VERB DET NOUN PUNCT NOUN PUNCT	PRO ENS NIL EXS DEF CON NIL	You need to hit the clay~pigeon .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	I dug a pit .
PRON AUX VERB PROPN PUNCT	PRO POS EXS PER NIL	You can trust John .
PRON AUX ADV VERB PRON ADP PUNCT	PRO FUT NOT EXS PRO REL NIL	He will never let you down .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON EMP	She grabbed my ass !
PRON AUX AUX VERB PUNCT ADV ADP PRON ADJ NOUN PUNCT	PRO NOW IST REL HAS IST CON NIL	I 'm fed~up with his long talks .
PROPN AUX PROPN PART ADJ NOUN PUNCT	GEO ENS GPE HAS TOP CON NIL	Mt.~Fuji is Japan 's tallest mountain .
PRON AUX NUM NOUN ADJ PUNCT	PRO NOW QUC UOM DEG NIL	It is four centimeters thick .
PRON VERB DET NOUN ADP PRON NOUN PUNCT	PRO EPS DEF CON REL HAS CON NIL	He stuffed the money into his pocket .
PRON VERB PRON DET NOUN PUNCT	PRO EPS PRO DIS CON NIL	He gave her a box .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	He took his book .
PROPN VERB DET NOUN DET NOUN AUX PROPN PUNCT	PER ENS DIS ROL HAS CON ENS LIT NIL	Tom has a son whose name is John .
PRON VERB DET NOUN ADP PROPN PUNCT	PRO EPS DIS CON REL PER NIL	He sent a card to Mary .
PRON NOUN AUX NUM NOUN ADJ PUNCT	HAS CON NOW QUC UOM IST NIL	His watch is ten minutes slow .
PRON VERB PROPN PUNCT DET ADJ ADJ CCONJ ADJ PUNCT	PRO ENS CON REL DIS IST CON GRP GPO NIL	I speak English , a little Italian and Spanish .
PRON VERB NUM NOUN ADP NUM NOUN PUNCT	PRO EPS QUC CON REL QUC UOM NIL	She wrote 5 novels in 5 years .
NOUN PUNCT NOUN AUX ADJ PUNCT	CON NOW IST NIL	Tap~water is dangerous .
PRON VERB NUM NOUN ADP NOUN PUNCT	PRO EPS QUC UOM REL CON NIL	He spent three years in jail .
PROPN AUX NOUN PUNCT	PER NOW EXG NIL	Tom is dieting .
PRON VERB DET NOUN ADP DET NOUN ADP PRON NOUN PUNCT	NIL ENS DIS CON REL DEF CON REL HAS CON NIL	There is a garden at the back of our house .
DET ADJ NOUN VERB DET NOUN PUNCT	DEF IST CON EPS DEF CON NIL	The bad weather marred the ceremony .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL DEF CON NIL	He threw the letter into the fire .
DET NOUN AUX PRON VERB PUNCT	QUE CON FUT PRO EXS QUE	What time will you leave ?
PRON VERB DET NOUN ADV PUNCT	PRO ENS DIS ROL NOW NIL	She ’s a doctor now .
PROPN AUX PART ADJ ADP PRON PUNCT	PER NOW NOT IST REL DIS NIL	Tom is n't afraid of anything .
PROPN PUNCT PROPN VERB PRON PUNCT	PER EPS REF NIL	Osamu~Dazai killed himself .
PRON AUX ADV ADJ PUNCT	PRO NOW IST IST NIL	He is terribly jealous .
PRON VERB PUNCT	DIS EPS NIL	Something happened .
PROPN AUX PART VERB PART VERB PRON ADV PUNCT	PER NOW NOT EXS NIL EXS DIS ALT NIL	Tom does n't want to drink anything else .
PROPN VERB PRON ADP PROPN PART NOUN CCONJ PRON VERB PUNCT	PER EPS DIS REL PER HAS CON COO PRO EPS NIL	Tom whispered something in Mary 's ear and she nodded .
DET NOUN VERB PUNCT	DEF CON EPS NIL	The ducks quacked .
VERB PRON VERB ADP DET NOUN PUNCT	FUT PRO EXS REL DEF CON NIL	Let 's get off the bus .
PRON AUX VERB ADP PRON NOUN PUNCT	PRO NOW EXG REL HAS CON NIL	I am sweating in my bed .
PROPN PROPN VERB NOUN PUNCT NOUN PUNCT	ROL PER ENS CON NIL	Mrs. Jones teaches computer~science .
PRON VERB DET NOUN PUNCT	PRO EPS DIS ROL NIL	You tortured a prisoner .
DET ADJ NOUN AUX VERB ADP DET NOUN PUNCT	DIS IST CON NOW EXG REL DEF CON NIL	Some pretty birds are flying above the trees .
PROPN VERB PUNCT	PER EPS NIL	Tom dozed .
PROPN VERB PRON NOUN ADP DET ADJ NOUN PUNCT NOUN ADP NOUN ADP DET NOUN PUNCT	PER EPS HAS CON REL DEF DEG CON REL CON REL DEF CON NIL	Tom carved his initials on the large oak~tree in front of the school .
DET NOUN PUNCT NOUN AUX ADV AUX VERB PUNCT	DEF CON NOW NOT PFT EXS NIL	The smoke~alarm has never been maintained .
PRON VERB PUNCT PUNCT PRON AUX ADJ PUNCT PUNCT	PRO EPS NIL NIL PRO NOW IST NIL NIL	"She said , "" He is handsome . """
PROPN PROPN PROPN AUX DET ADJ NOUN PRON VERB ADP DET ADJ NOUN PUNCT	PER EPS DIS GPO ROL AND EPS REL DEF ORD CON NIL	Evliya~Celebi was a Turkish traveller who lived in the 17th century .
PROPN AUX ADV ADJ PUNCT	PER NOW INT IST NIL	Tom is totally incompetent .
PROPN AUX ADV ADJ PUNCT	PER NOW ALT IST NIL	Tom is also deaf .
DET NOUN VERB ADV PUNCT	DEF ROL EPS IST NIL	The ballerina danced gracefully .
PROPN VERB DET NOUN ADP ADP NUM ADJ PUNCT NOUN PUNCT	GPE ENS DIS CON REL APX QUC UOM NIL	Iceland has an area of about 103,000 square~kilometres .
PRON VERB PRON DET NOUN PUNCT	PRO EPS PRO DIS CON NIL	He gave me a watch .
PRON VERB NOUN PUNCT	PRO ENS CON NIL	I like raspberries .
PRON NOUN AUX NUM NOUN ADJ PUNCT	HAS ROL NOW QUC UOM DEG NIL	My son is ten years old .
PRON NOUN AUX AUX VERB PUNCT	HAS CON NOW PRG EXS NIL	My car is being repaired .
PROPN VERB DET NOUN ADP DET NOUN PUNCT	PER EPS DEF CON REL DEF CON NIL	Tom put the folder on the table .
PRON VERB DET ADJ PUNCT NOUN PUNCT	PRO EPS DIS ROL NIL	He hired a private~investigator .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	He shaved his mustache .
PRON ADV VERB DET NOUN ADP NOUN PUNCT	PRO AND EXS DIS SCO REL CON NIL	I always get an A in math .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL DIS CON NIL	They caught the fox with a trap .
PRON VERB PRON NOUN PUNCT	NOT EPS HAS CON NIL	Nobody appreciated his sacrifice .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	I ripped my pants .
PROPN PART NOUN AUX AUX ADJ PUNCT	DOW HAS CON FUT NIL IST NIL	Sunday 's match will be crucial .
PROPN AUX VERB PRON NOUN PUNCT	PER NOW EXT HAS CON NIL	Marie has lost her umbrella .
PROPN AUX ADJ PUNCT ADP ADJ PUNCT	PER NOW INT IST NIL	Tom is kind~of tall .
DET NOUN VERB ADP PRON PUNCT	DEF CON ENS REL PRO NIL	The responsibility weighs on me .
PRON VERB DET NOUN PRON AUX PUNCT	PRO ENS HAS CON PRX ENS NIL	I know whose bag this is .
DET NOUN VERB ADP NUM PROPN NOUN PUNCT	DEF CON ENS REL CLO NIL	The supermarket opens at ten~o'clock .
PROPN AUX DET ADJ NOUN PUNCT	PER ENS DIS IST ROL NIL	Sekkura is a qualified chef .
PROPN VERB ADP DET ADJ NOUN ADP DET NOUN NOUN PUNCT	PER EPS REL DEF IST CON REL DEF CON CON NIL	Tom stared into the impenetrable blackness of the night sky .
DET NOUN VERB PUNCT	DEF CON ENS NIL	The pig grunts .
DET NOUN PUNCT NOUN ADP PROPN AUX NUM NOUN ADP PROPN ADP NUM PUNCT	DEF CON REL GPE EPS QUC UOM REL MOY REL YOC NIL	The unemployment~rate in Japan was 3.4 percent in September of 2015 .
