pos	sem	tok
NOUN AUX DET NOUN PUNCT	PER ENS DIS ROL NIL	Gabriel~Garcia~Marquez ist ein Autor .
PRON VERB ADP ADP DET NOUN PUNCT	PRO EPS REL REL DIS ROL NIL	Er sah aus wie ein Arzt .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL HAS ROL NIL	Er erbte das Geschäft von seinem Vater .
PRON VERB ADP NOUN PUNCT	PRO ENS DEF CON NIL	Er sitzt am Tisch .
PROPN AUX ADV VERB PUNCT	PER NOW NOW IST NIL	Tom ist gerade beschäftigt .
PRON VERB DET NOUN PUNCT	PRO ENS DIS CON NIL	Ich esse eine Banane .
PRON VERB ADP PROPN PUNCT	NIL EPS REL GPE NIL	Es schneite in Jerusalem .
DET NOUN VERB DET NOUN ADP PUNCT	DEF ROL EPS DEF ROL REL NIL	Der Politiker wiegelte die Arbeiter auf .
PRON VERB PUNCT	PRO ENS NIL	Wir säen .
PRON VERB ADP DET ADJ NOUN PUNCT	PRO EPS REL DEF IST CON NIL	Er protestierte gegen den neuen Plan .
DET NOUN AUX ADV PUNCT	DEF CON NOW DEG NIL	Der Ofen ist heiß .
PROPN AUX VERB PUNCT	PER PST EXS NIL	Tom wurde erstochen .
PRON AUX NOUN PUNCT	PRO ENS ROL NIL	Er ist Fußballer .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DIS CON REL DEF CON NIL	Er schaltete eine Anzeige in der Zeitung .
DET NOUN AUX PROPN VERB PUNCT	DEF CON FUT GPE EXS NIL	Das Schiff wird Yokohama anlaufen .
DET NOUN VERB DET NOUN PUNCT	DEF CON EPS DIS CON NIL	Der Habicht fing eine Maus .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DIS ROL EXT NIL	Sie hat ein Zimmermädchen entlassen .
PROPN VERB ADP DET NOUN PUNCT	PER ENS REL DIS CON NIL	Tom steckt in einer Zwickmühle .
PRON VERB ADP NOUN PUNCT	PRO EPS REL CON NIL	Sie schrie um Hilfe .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	Er klopfte an der Tür .
PRON AUX ADV NUM NOUN VERB PUNCT	PRO FUT MOR QUC UOM EXS NIL	Das wird über tausend Yen kosten .
ADV AUX DET NOUN PUNCT	QUE ENS DEF CON QUE	Wie ist der Wechselkurs ?
PRON VERB NOUN PUNCT	PRO EPS CON NIL	Ich trank Milch .
NUM NOUN AUX VERB PUNCT	QUC ROL PST EXS NIL	Zwei LKW-Fahrer wurden festgenommen .
PRON AUX DET ADJ NOUN VERB PUNCT	PRO NOW DEF IST CON EXT NIL	Ich habe den falschen Bus genommen .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL HAS CON NIL	Er versteckte das Buch unter seinem Mantel .
PROPN AUX ADV PUNCT	PER NOW IST NIL	Tom ist furchtlos .
NOUN AUX DET ADJ NOUN PUNCT	PER EPS DIS GPO ROL NIL	Trygve~Lie war ein norwegischer Diplomat .
PROPN VERB DET NOUN PUNCT	PER ENS DIS CON NIL	Tom kaut einen Kaugummi .
PROPN VERB DET NOUN PUNCT	PER EPS DIS CON NIL	Tom trug einige Einkaufstüten .
PRON AUX ADV CCONJ ADV PUNCT	PRO NOW IST COO IST NIL	Ich bin hungrig und durstig .
DET NOUN VERB PROPN PUNCT	PRX CON ENS PER NIL	Dieses Buch gehört Tony .
PRON VERB DET NOUN PUNCT	PRO ENS DIS CON NIL	Sie näht ein Kleid .
DET NOUN VERB DET NOUN ADP PUNCT	DEF CON EPS HAS CON REL NIL	Der Kassettenrekorder nahm seine Stimme auf .
PROPN AUX ADV ADV ADP PROPN PUNCT	PER NOW QUV MOR REL PER NIL	Tom ist viel größer als Maria .
PROPN AUX DET NOUN PUNCT	PER EPS DIS CON NIL	Tom hatte eine Blinddarmentzündung .
DET NOUN AUX ADP ADJ NOUN ADV PUNCT	DEF ROL NOW REL DEG CON IST NIL	Die Schauspielerin ist bei jungen Leuten beliebt .
ADP DET NOUN ADJ ADJ NOUN PUNCT	REL PRX CON ENS IST ROL NIL	In diesem Coffeeshop verkehren aufstrebende Künstler .
NOUN VERB PUNCT	DIS EPS NIL	Jemand lachte .
DET NOUN AUX ADV PUNCT	HAS CON NOW IST NIL	Meine Kamera ist wasserfest .
ADV DET NOUN AUX VERB PUNCT	QUE QUV CON NOW EXT QUE	Wie viele Personen sind gestorben ?
PROPN VERB PUNCT PRON ADV NOUN PUNCT	PER EPS NIL PRO ENS CON NIL	Tom sagte , du magst Popcorn .
PRON VERB NOUN PUNCT	PRO NOW IST EMP	Ich habe Hunger !
NOUN AUX DET ADJ NOUN PUNCT	PER ENS DIS DEG ROL NIL	Aurelie ist eine junge Hirtin .
PRON VERB DET NOUN ADP CCONJ VERB PRON PUNCT	PRO EPS HAS CON REL COO EPS PRO NIL	Er breitete seine Arme aus und begrüßte uns .
DET NOUN AUX ADV PUNCT	PRX CON NOW IST NIL	Dieser Apfel ist faul .
DET PROPN VERB DET NOUN PUNCT	DEF CON ENS DIS CON NIL	Die Spinne webt ein Netz .
PRON VERB ADP PROPN PUNCT	PRO ENS REL GPE NIL	Ich lebe in Wolgograd .
DET NOUN VERB NUM NOUN PUNCT	PRX CON ENS QUC ROL NIL	Diese Firma hat hundert Angestellte .
PRON VERB PROPN ADP X NOUN PUNCT	PRO EPS PER REL DEF CON NIL	Ich schubste Tom in s Wasser .
PROPN VERB PROPN PUNCT	PER EPS PER NIL	Tom tröstete Maria .
PROPN NOUN AUX PRON PUNCT	HAS CON ENS PRX QUE	Wessen Haus ist das ?
PROPN AUX PROPN ADV VERB PUNCT	PER NOW GPE PST EXT NIL	Tom hat Boston früher gehasst .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	Ich kardierte die Wolle .
PRON VERB DET NOUN DET NOUN PUNCT	PRO EPS DEF CON DIS CON NIL	Sie kaufte dem Kind ein Spielzeug .
PRON VERB NOUN PUNCT	AND ENS PER NIL	Alle lieben Tom .
PRON AUX VERB PROPN PUNCT	DST NOW INT IST NIL	Das ist verdammt cool .
PRON VERB DET NOUN PUNCT	PRO EPS HAS CON NIL	Er berührte meine Hand .
PRON AUX ADP DET NOUN VERB PUNCT	AND PST REL DEF CON IST NIL	Alle waren von der Nachricht begeistert .
PRON AUX ADV ADP PRON PUNCT	PRO NOW MOR REL PRO NIL	Sie sind größer als sie .
PROPN VERB DET NOUN ADP X NOUN PUNCT	PER EPS DEF CON REL DEF CON NIL	Tom stieß das Floß in s Wasser .
PRON VERB DET NOUN ADP PUNCT SCONJ DET NOUN VERB PUNCT	PRO EPS DEF CON REL NIL SUB HAS CON EPS NIL	Ich zog die Stiefel aus , da meine Füße froren .
PROPN VERB PROPN PUNCT	PER EPS PER NIL	Tom zwickte Mary .
PROPN VERB ADP PROPN PUNCT	PER EPS REL PER NIL	Dickson arbeitete für Edison .
PROPN AUX ADP PROPN VERB PUNCT	PER PST REL GPE EXS NIL	Nancy~Ianiero wurde in Mexiko getötet .
NOUN AUX DET ADJ NOUN PUNCT	ORG ENS DIS GPO CON NIL	Verdens~Gang ist eine norwegische Zeitung .
DET NOUN AUX VERB PUNCT	HAS CON PST EXS NIL	Meine Uhr wurde gestohlen .
NOUN PROPN VERB ADP DET NOUN PUNCT	ROL PER ENS REL DIS CON NIL	Herr Spencer arbeitet in einem Geschäft .
DET NOUN AUX DET NOUN ADV PUNCT	PRX CON NOW QUC UOM MOR NIL	Dieser Schuh ist eine Nummer größer .
PRON AUX NUM NOUN VERB PUNCT	PRO PST QUC UOM EXS NIL	Ihm wurden zehntausend Dollar gezahlt .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	Wir öffneten die Tür .
PRON VERB ADP DET NOUN PUNCT	NIL EPS REL DST CON NIL	Es schneite an jenem Tag .
PROPN VERB ADP DET PROPN PUNCT	PER EPS REL DEF CON NIL	Tom fuhr mit der Berg-~und~Talbahn .
PRON VERB DET NOUN ADV PUNCT	PRO EPS HAS CON REL NIL	Er räumte seine Fehler ein .
NOUN AUX NUM PUNCT	PER NOW QUC NIL	Muiriel ist zwanzig .
DET NOUN VERB DET NOUN ADP DET NOUN PUNCT	DEF CON EPS DEF CON REL DIS CON NIL	Der Hund jagte die Katze auf einen Baum .
PROPN VERB PROPN ADP PUNCT	PER EPS PER REL NIL	Tom rief Mary an .
DET NOUN AUX NUM VERB PUNCT	DEF CON PST YOC EXS NIL	Die Stadt wurde 573 gegründet .
PRON AUX DET NOUN PUNCT	DST ENS HAS CON NIL	Das ist mein Hund .
PROPN AUX ADV PUNCT	CON NOW COL NIL	Zucchini sind grün .
PRON VERB PUNCT	PRO ENS NIL	Ich übertreibe .
PROPN ADJ PROPN ADP DET NOUN PUNCT	PER EPS PER REL DIS CON NIL	Tom erstickte Maria mit einer Plastiktüte .
PROPN AUX ADV VERB PUNCT	PER NOW INT IST NIL	Tom ist total bekloppt .
PRON VERB PROPN PUNCT PROPN PUNCT PUNCT	PRO ENS PER NIL LIT NIL NIL	"Sie nennen Robert "" Bob "" ."
DET NOUN VERB DET NOUN ADP DET NOUN PUNCT	DEF ROL ENS DIS CON REL DIS CON NIL	Der Holzfäller fällt einen Baum mit einer Axt .
DET NOUN VERB NOUN ADP NOUN ADP DET NOUN PUNCT	DIS ROL EPS QUV REL UOM REL DIS CON NIL	Eine Bande raubte tausende von Dollars aus einer Bank .
DET NOUN AUX ADV PUNCT	DEF CON NOW IST NIL	Das Baby ist wach .
DET NOUN AUX ADP DET NOUN ADV PUNCT	DEF CON NOW REL QUC CON IST NIL	Der Hund ist auf einem Auge blind .
PRON VERB ADP PROPN PUNCT	PRO ENS REL GPE NIL	Ich lebe in Tiflis .
DET NOUN AUX ADP NOUN VERB PUNCT	DEF CON FUT REL CLO EXS NIL	Das Schiff wird um fünf~Uhr ankommen .
ADV AUX VERB PUNCT	PER PST EXS NIL	Anna~Politkovskaya wurde ermordet .
NOUN VERB NUM NOUN ADP DET PROPN NUM PUNCT	PER EPS QUC CON REL DEF HAP YOC NIL	Brian~Goodell gewann drei Goldmedaillen bei den Pan~American~Games 1979 .
PRON VERB DET NOUN ADP PROPN PUNCT	PRO EPS DIS CON REL CON NIL	Er machte ein Foto vom Koala .
PRON AUX ADV ADP DET NOUN PUNCT	PRO NOW IST REL HAS ROL NIL	Sie ist stolz auf ihre Tochter .
PRON VERB ADP PRON ADP PROPN PUNCT	PRO ENS REL PRO REL GPE NIL	Ich fahre mit dir nach Hannover .
PRON AUX DET NOUN ADP NUM PUNCT	QUE EXS DEF CON REL QUC QUE	Was ist die Quadratwurzel aus 100 ?
PRON AUX ADV ADV NOUN PUNCT	PRO ENS APX QUC CON NIL	Sie hat ungefähr zweitausend Bücher .
PRON VERB DET NOUN PUNCT	QUE EPS DEF CON QUE	Wer erfand das Radio ?
PRON VERB ADP DET NOUN PUNCT	DIS ENS REL HAS CON NIL	Jemand klopft an deine Tür .
PRON AUX PRON PROPN VERB PUNCT	PRO NOW PRO LIT EXT NIL	Sie hat ihn Charles genannt .
DET NOUN VERB PRON NUM NOUN PUNCT	DEF CON EPS PRO QUC UOM NIL	Die Bank lieh ihr 500 Dollar .
PRON VERB DET NOUN ADP PUNCT	PRO EPS DEF CON REL NIL	Ich starrte den Mann an .
PART PRON VERB PUNCT	NOT AND ENS EMP	Nicht jeder gewinnt !
PRON VERB PRON ADP NUM ADP PUNCT	PRO EFS PRO REL CLO REL NIL	Ich hole dich um 2.30~Uhr ab .
PRON VERB PRON ADP PUNCT	PRO ENS PRO REL NIL	Ich geb es zu .
DET NOUN VERB DET NOUN ADP PUNCT	DIS CON EPS DEF CON REL NIL	Ein Lastwagen raste die Straße entlang .
PRON VERB ADP PROPN PUNCT	NIL EPS REL GPE NIL	Es schneite in Osaka .
PROPN AUX ADP DET NOUN NUM NOUN PUNCT	PER ENS REL HAS CON QUC CON NIL	Tom hat in seinem Garten drei Apfelbäume .
PRON AUX ADV ADP ADJ NOUN PUNCT	PRO NOW IST REL IST CON NIL	Sie ist nett zu alten Leuten .
PROPN VERB PUNCT	PER EPS NIL	Tom weinte .
PRON AUX NOUN VERB PUNCT	PRO ENS CON EXS NIL	Wir müssen Hundefutter kaufen .
DET NOUN ADV PUNCT	DEF CON EPS NIL	Der Feueralarm erscholl .
PROPN VERB DET NOUN ADV PUNCT	PER EPS DEF CON REL NIL	Tom gab das Passwort ein .
PRON VERB ADV PART ADP PRON PUNCT	PRO EPS EMP NOT REL PRO NIL	Er sprach überhaupt nicht mit mir .
DET NOUN AUX NUM NOUN ADV ADP DET NOUN PUNCT	HAS ROL NOW QUC UOM MOR REL HAS ROL NIL	Meine Mutter ist zwei Jahre jünger als mein Vater .
CCONJ PRON AUX VERB PUNCT CCONJ PUNCT	BUT PRO FUT EXS NIL QUE QUE	Aber du wirst schreiben , oder ?
PROPN PROPN DET NOUN PUNCT	PER EPS DIS CON NIL	Tom zerriss ein Bild .
PROPN AUX DET NOUN VERB PUNCT	PER NOW DEF CON EXT NIL	Tom hat die Münze eingesteckt .
DET NOUN AUX NUM NOUN ADV PUNCT	DEF CON NOW QUC UOM DEG NIL	Die Bücherei ist achtzig Jahre alt .
NOUN PROPN VERB NOUN PUNCT	ROL PER EPS CON NIL	König Heinrich~II verbot Turniere .
PROPN AUX ADP NOUN VERB PUNCT	PER NOW REL ORG EXT NIL	Nelson~Beavers hat für Eurofins gearbeitet .
NOUN VERB NUM NOUN CCONJ VERB NUM NOUN PUNCT	PER EPS QUC CON COO EPS QUC CON NIL	Carl~Lewis gewann achtzehn Goldmedaillen und setzte 21 Weltrekorde .
PRON AUX ADP DET NOUN ADV VERB PUNCT	PRO NOW REL DEF ROL EMP EXT NIL	Ich habe mit der Schauspielerin selbst gesprochen .
PRON VERB ADP DET ADJ NOUN PUNCT	PRO EPS REL DEF IST CON NIL	Er klopfte an die geschlossene Tür .
PRON AUX ADP DET NOUN VERB PUNCT	PRO PST REL DIS CON EXS NIL	Er wurde von einem Hai angegriffen .
PRON AUX ADP NOUN PUNCT	PRO NOW PRG EXG NIL	Ich bin am Dösen .
PRON VERB DET NOUN PUNCT NOUN PUNCT PUNCT	PRO EPS DEF CON NIL LIT NIL NIL	Sie nannte das Kätzchen „ Jaguar “ .
DET NOUN AUX DET NOUN PUNCT	HAS ROL ENS DIS ROL NIL	Mein Bruder ist ein Depp .
PRON AUX ADV PUNCT	PRO NOW IST NIL	Du bist zuverlässig .
PRON VERB PROPN PUNCT	PRO ENS CON NIL	Sie spielt Bach .
PRON AUX DET NOUN VERB PUNCT	QUE NOW DEF CON EXT QUE	Wer hat das Radium entdeckt ?
PRON AUX DET NOUN VERB PUNCT	PRO NOW DIS ROL EXT NIL	Sie hat einen Musiker geheiratet .
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL HAS CON NIL	Alice huschte in ihr Zimmer .
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL DEF CON NIL	Tom drückte auf den Knopf .
ADV VERB DET NOUN ADP PUNCT	IST EPS AND CON REL NIL	Plötzlich gingen alle Lichter aus .
PROPN ADJ PROPN ADP DET NOUN PUNCT	PER EPS PER REL DEF CON NIL	Tom schubste Mary in den Pool .
PRON AUX PRON ADP DET NOUN VERB PUNCT	DIS NOW PRO REL DEF CON EXT NIL	Jemand hat sie in der Badewanne ertränkt .
PRON VERB ADP DET NOUN PUNCT	PRO ENS REL DIS CON NIL	Er zahlt mit einer Kreditkarte .
PRON AUX NUM NOUN ADV PUNCT	PRO NOW QUC UOM DEG NIL	Ich bin 27 Jahre alt .
DET NOUN AUX ADV PUNCT	DEF CON ENS CON NIL	Die Toilette ist oben .
NOUN PROPN AUX DET ADJ NOUN PUNCT	ROL PER ENS DIS IST ROL NIL	Herr Hawk ist ein freundlicher Kavalier .
PRON VERB ADV NOUN PUNCT	PRO ENS IST CON NIL	Ich spiele gut Klavier .
PROPN AUX PROPN VERB PUNCT	PER NOW PER EXT NIL	Mary hat Tom verachtet .
PRON AUX PRON DET NOUN VERB PUNCT	PRO NOW PRO DIS CON EXT NIL	Sie hat ihm einen Hund gekauft .
NOUN NOUN AUX VERB PUNCT	ROL PER PST EXS NIL	Königin Marie~Antoinette wurde guillotiniert .
PROPN X NOUN VERB DET ADJ NOUN ADP PUNCT	PER HAS CON EPS DIS DEG CON REL NIL	Madonna s Konzert lockte eine große Zuhörerschaft an .
PRON VERB PRON PUNCT	PRO ENS DIS NIL	Ich brauche jemanden .
PRON VERB DET NOUN ADP NOUN PUNCT	PRO EPS DIS CON REL PER NIL	Sie zitierte ein Gedicht von Keats .
PROPN AUX PRON DET NOUN VERB PUNCT	PER NOW PRO DEF CON EXT NIL	Carl hat mir die Goldmedaille gezeigt .
PRON AUX PRON ADV ADV PUNCT	PRO NOW PRO INT IST NIL	Das ist mir vollkommen egal .
DET NOUN AUX PART ADV ADP DET NOUN PUNCT	PRX CON NOW NOT MOR REL DIS CON NIL	Dieses Radio ist nicht größer als eine Streichholzschachtel .
PROPN AUX ADV ADV ADP PROPN PUNCT	PER NOW QUV MOR REL PER NIL	John ist viel größer als Mary .
DET NOUN VERB NUM NOUN PUNCT	DEF CON EPS QUC UOM NIL	Der Krieg dauerte zwei Jahre .
DET NOUN VERB PRON ADV PUNCT	DEF CON EPS PRO IST NIL	Die Antwort machte ihn ärgerlich .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	Er klopfte an die Tür .
PROPN AUX ADP PROPN VERB PUNCT	PER NOW REL PER EXS NIL	Jill ist mit Jack verlobt .
NUM CCONJ NUM AUX NUM PUNCT	QUC CON QUC EXS QUC NIL	Drei mal fünf ist fünfzehn .
PROPN VERB DET NOUN ADP NOUN PUNCT	PER EPS DEF CON DEF CON NIL	Tom steckte den Schlüssel ins Schloss .
PRON VERB ADV NOUN PUNCT	PRO ENS NOW CON NIL	Ich lerne gerade Englisch .
PRON VERB ADP DET NOUN PUNCT	PRO ENS REL DIS CON NIL	Er arbeitet in einer Sägemühle .
PROPN X NOUN VERB PUNCT	PER HAS CON EPS NIL	Tom s Mobiltelefon klingelte .
PRON VERB ADP PRON PUNCT	PRO ENS REL PRO NIL	Ich erröte für dich .
PROPN AUX ADV PUNCT	PER NOW IST NIL	Tom ist umbarmherzig .
DET NOUN VERB DET NOUN PUNCT	DEF ROL EPS DEF ROL NIL	Der Polizist verfolgte den Dieb .
NOUN VERB ADP PROPN PUNCT	PER ENS REL GPE NIL	Laurie lebt in Melbourne .
PRON AUX ADP NOUN ADV PUNCT	PRO NOW REL ROL IST NIL	Er ist bei Studenten beliebt .
NOUN VERB NOUN PUNCT	CON EXS CON NIL	Katzen fangen Mäuse .
DET PROPN AUX DET NOUN PUNCT	AND CON EQU DIS CON NIL	Der Delfin ist ein Säugetier .
PRON VERB PRON PUNCT	PRO EPS PRO NIL	Sie ohrfeigte ihn .
DET NOUN VERB ADP ADJ PUNCT	DEF CON EPS REL CLO NIL	Die Versammlung dauerte bis 5~Uhr .
DET NOUN AUX ADP PRON VERB PUNCT	HAS ROL NOW REL PRO EXS NIL	Meine Schwester ist mit ihm verlobt .
PRON VERB PRON ADP PUNCT	PRO EPS PRO REL NIL	Sie starrte mich an .
PROPN VERB DET NOUN PUNCT	PER EPS HAS CON NIL	Tom bügelte sein Hemd .
PRON AUX ADV PUNCT	PRO NOW IST NIL	Sie ist glücklich .
PRON VERB NOUN ADP DET NOUN PUNCT	PRO EPS CON REL DEF GEO NIL	Ich sah Wölfe in den Apenninen .
PROPN AUX DET ADJ NOUN PUNCT	PER EPS DIS GPO ROL NIL	Frank~Sinatra war ein amerikanischer Sänger .
PROPN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Tom jätete den Garten .
PRON VERB DET NOUN PUNCT	PRO ENS NOT CON NIL	Ich spreche kein Englisch .
DET NOUN VERB PART PUNCT	PRX CON ENS NOT NIL	Diese Kopfhörer funktionieren nicht .
PROPN AUX PROPN VERB PUNCT	PER NOW PER EXT NIL	Tom hat Mary gebissen .
PRON AUX PRON ADP NUM NOUN VERB PUNCT	PRO NOW PRO PST QUC UOM EXT NIL	Sie hat ihn vor drei Jahren getroffen .
PRON AUX ADV ADV PUNCT	PRO NOW INT IST NIL	Er ist äußerst unvoreingenommen .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DEF CON EXT NIL	Ich habe das Rätsel gelöst .
PRON VERB ADV NUM NOUN PUNCT	PRO ENS APX QUC UOM NIL	Er wiegt etwa 140 Kilogramm .
PROPN AUX ADP DET NOUN PUNCT	PER ENS REL DEF CON NIL	Tom ist auf dem Pott .
DET NOUN VERB PUNCT	DEF CON ENS NIL	Der Hund bellt .
DET PROPN AUX ADV PUNCT	DEF CON NOW IST NIL	Die Banane ist süß .
PRON PUNCT PRON ADP DET NOUN VERB PUNCT AUX PROPN PUNCT	DIS NIL IMP REL DEF CON EPS NIL EPS ROL NIL	Jeder , der bei dem Projekt mitarbeitete , wurde Millionär .
PRON AUX PART ADV ADP NOUN PUNCT	PRO NOW NOT IST REL CON NIL	Ich bin nicht allergisch gegen Pe­ni­zil­lin .
NOUN AUX PROPN PUNCT	CON EQU CON NIL	Schildkröten sind Reptilien .
PRON VERB NUM NOUN ADP DET NOUN PUNCT	PRO ENS QUC UOM REL DEF CON NIL	Ich setze 10 Dollar auf das Pferd .
PRON VERB ADV PUNCT	PRO ENS NOW NIL	Ich tanze gerade .
PROPN VERB ADP NOUN PUNCT	PER EPS REL CON NIL	Tom wimmerte vor Schmerz .
PROPN AUX ADP PROPN VERB PUNCT	ORG PST REL ORG EXT NIL	Cisco wurde von Infogear~Technology~Corp erworben .
PROPN AUX ADP DET NOUN VERB PUNCT	PER PST REL DIS ROL EXT NIL	Steven~Jenkins wurde von einem Freund erschossen .
DET NOUN AUX ADV PUNCT	DEF CON ENS SCO NIL	Der Stand ist 1~:~0 .
DET NOUN AUX DET ADJ NOUN ADV PUNCT	DEF CON NOW DIS QUC UOM DEG NIL	Das Postamt ist eine halbe Meile entfernt .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL HAS CON NIL	Er pfiff nach seinem Hund .
PRON VERB PRON ADP PUNCT	PRO EPS PRO REL NIL	Er nickte mir zu .
DET NOUN ADP PROPN VERB DET NUM NOUN PUNCT	DIS CON REL GPE ENS APX QUC UOM NIL	Eine Reise nach Hawaii kostet um~die 200 Dollar .
PRON AUX VERB PUNCT	PRO NOW IST NIL	Ich bin geschieden .
PRON VERB PROPN PUNCT	PRO ENS CON NIL	Sie isst Spaghetti .
PRON AUX DET ADJ VERB PUNCT	PRO NOW DIS QUV IST NIL	Ich bin ein bisschen groggy .
DET ADJ NOUN VERB ADP DET NOUN PUNCT	DEF DEG CON EPS REL DIS CON NIL	Der alte Mann saß auf einer Bank .
DET NUM NOUN ADJ NOUN VERB PUNCT	HAS QUC UOM DEG ROL ENS NIL	Mein sechs Monate alter Sohn zahnt .
PRON AUX NUM NOUN PUNCT	PRO ENS QUC CON NIL	Er hat vier Mobiltelefone .
DET NOUN VERB NUM ADP PUNCT	DEF HAP EPS YOC REL NIL	Der Erste~Weltkrieg brach 1914 aus .
PRON AUX ADP PRON VERB PUNCT	PRO PST REL PRO EXS NIL	Sie wurde von ihm erpresst .
ADV DET NOUN VERB PRON ADP PROPN PUNCT	QUE QUV CON ENS NIL REL GPE QUE	Wie viele Brücken gibt es in London ?
PROPN VERB DET ADJ NOUN PUNCT	PER EPS DIS DEG CON NIL	John erbte ein großes Vermögen .
PRON AUX PART VERB PUNCT	PRO POS NOT EXS NIL	Er kann nicht schwimmen .
PRON VERB DET ADV NOUN PUNCT	PRO ENS DIS QUC CON NIL	Wir haben ein halbes~Dutzend Eier .
PROPN AUX PART ADV PUNCT	PER NOW NOT IST NIL	Tom ist nicht eifersüchtig .
PRON VERB PROPN PUNCT	PRO ENS PER NIL	Ich vertraue Ken .
PROPN AUX DET ADJ NOUN PUNCT	NTH ENS DIS IST CON NIL	Koko ist ein weiblicher Gorilla .
PRON AUX ADV DET NOUN PUNCT	PRO ENS ALT DST CON NIL	Ich möchte auch dieses Hemd .
PRON VERB ADP DET ADJ NOUN PUNCT	PRO EPS REL DIS IST CON NIL	Er litt an einer schlimmen Erkältung .
PRON AUX ADV ADV ADP PRON PUNCT	PRO NOW QUV MOR REL PRO NIL	Er ist etwas kleiner als ich .
DET NOUN AUX ADV PUNCT	HAS CON NOW DEG NIL	Ihre Haare sind lang .
PROPN VERB DET NOUN PUNCT	PER EPS DIS CON NIL	Tom trug eine Brille .
NOUN VERB NUM PUNCT	PER EPS YOC NIL	Christoph~Kolumbus starb 1506 .
PROPN VERB ADP DET NOUN PUNCT	PER ENS REL DEF CON NIL	Tom tanzt mit den Damen .
PROPN AUX DET ADJ NOUN PUNCT	PER ENS DIS IST ROL NIL	Tom ist ein hervorragender Schifahrer .
PROPN AUX DET NOUN NOUN VERB PUNCT	PER ENS DIS CON CON EXS NIL	Tom will eine Tasse Kaffee trinken .
PRON AUX ADP NOUN VERB PUNCT	PRO NOW DEF CON EXT NIL	Er hat ins Schwarze getroffen .
PRON AUX ADV ADV PUNCT	PRO NOW INT IST NIL	Sie ist sehr neugierig .
PRON AUX NUM NOUN ADV VERB PUNCT	PRO NOW QUC UOM DEG EXT NIL	Ich habe zwei Stunden lang gesungen .
PROPN AUX ADP DET ADJ NOUN VERB PUNCT	PER PST REL DEF ORD CON EXS NIL	Jim wurde in der 7. Runde ausgezählt .
PROPN VERB DET NOUN ADP NOUN PUNCT	PER EPS DEF CON DEF CON NIL	Tom befestigte die Schnur am Drachen .
DET NOUN VERB DET ADJ NOUN PUNCT	DEF ROL EPS DIS IST ROL NIL	Der Vorsitzende ernannte einen neuen Geschäftsführer .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DIS CON EXT NIL	Wir haben ein Kind adoptiert .
DET NOUN VERB DET NOUN PUNCT	DEF ROL EPS DIS CON NIL	Der Jäger schoss einen Hirsch .
PROPN VERB PROPN PUNCT	PER EPS PER NIL	Johannes jagte Maria .
DET NOUN VERB ADP DET ADJ NOUN ADP PROPN PUNCT	DIS CON EPS NIL DEF IST CON REL GPE NIL	Ein Tsunami traf auf die nordöstlichen Küste von Hokkaido .
PROPN AUX NOUN PUNCT	PER ENS ROL NIL	Stephen~Hawking ist Physiker .
PROPN AUX DET NOUN PUNCT	PER ENS NOT CON NIL	Tom mag keinen Käse .
PROPN AUX ADV ADP NOUN PUNCT	PER NOW IST REL CON NIL	John ist gut in Mathematik .
PRON AUX ADV ADP PRON PUNCT	PRO NOW MOR REL PRO NIL	Er ist größer als ich .
X CCONJ NUM AUX ADV NUM PUNCT	QUC CON QUC NIL IST QUC NIL	Eins plus zwei ist gleich drei .
PRON AUX DET NOUN PUNCT	PRO ENS HAS ROL NIL	Er ist mein Freund .
PRON AUX PRON DET NOUN VERB PUNCT	PRO NOW PRO HAS CON EXT NIL	Sie hat ihm seine Jacke gegeben .
DET NOUN AUX ADV PUNCT	DEF CON PST DEG NIL	Das Zimmer war warm .
NOUN NOUN VERB NOUN PUNCT	QUV GPO EPS CON NIL	Tausende Amerikaner besaßen Automobile .
PRON VERB ADP NOUN ADP PROPN PUNCT	PRO EFS REL DOW REL GPE NIL	Wir segeln am Montag nach San~Francisco .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	Sie scherten die Schafe .
PRON AUX DET NOUN VERB PUNCT	PRO NOW HAS CON EXT EMP	Sie hat meinen Hintern begrapscht !
PRON AUX NUM NOUN ADV PUNCT	PRO NOW QUC UOM DEG NIL	Es ist vier Zentimeter dick .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL HAS CON NIL	Er stopfte das Geld in seine Tasche .
